,Unnamed: 0,open,high,low,close,volume,year,month,day,hour,mins,ema_21,ma10,ma20,ma50,close1p_lead,close2p_lead,close3p_lead,close4p_lead,close5p_lead,close6p_lead,close7p_lead,close8p_lead,close16p_lead,daily_open,yesterday_open,yesterday_close,yesterday_low,yesterday_high,open_for_the_day,close_for_the_day,hour_ma10,hour_ma20,hour_ma50,spy_open,spy_high,spy_low,spy_close,spy_volume,spy_ema_21,spy_ma10,spy_ma20,spy_ma50,spy_close1p_lead,spy_close2p_lead,spy_close3p_lead,spy_close4p_lead,spy_close5p_lead,spy_close6p_lead,spy_close7p_lead,spy_close8p_lead,spy_close16p_lead,spy_daily_open,spy_yesterday_open,spy_yesterday_close,spy_yesterday_low,spy_yesterday_high,spy_open_for_the_day,spy_close_for_the_day,spy_hour_ma10,spy_hour_ma20,spy_hour_ma50
close4p_lead,0.020367513941812534,-0.0015410638034835742,-0.0015097122021624175,-0.0015284043057959135,-0.0014914849234674758,-0.01165849535805397,-0.003431918503494962,0.03827734310835562,3.488606627770389e-05,,,-0.012653256697812334,0.013379777335610896,-0.012607007698683285,-0.024251888730221053,0.508521534719264,0.7127934609677309,0.8561840182904448,1.0,0.9024164233370869,0.827485430831862,0.7746690003556645,0.7204507399412332,0.12085007334435845,-0.028879665034130236,-0.028680201480768743,-0.01328070283113037,-0.036902200681852,-0.0066499500494153685,-0.028879665034130236,0.5417930266498234,-0.017509216035056608,-0.03135374396622334,-0.012965313163115489,-0.00887595134857895,-0.008323253483052606,-0.00862500193432554,-0.007934667956534565,0.0097027369207469,-0.01944770385734479,0.008634620836712131,-0.020780844547451653,-0.02545999165821342,0.26929736292665285,0.40044336773773603,0.46282507614066054,0.5256295308984685,0.465467625029697,0.43138835811356385,0.39755993131536066,0.3581529822072528,0.1822489037885148,-0.0425752507469768,-0.023342927330658503,-0.02205469069425221,-0.029296332725148436,-0.019606578424658714,-0.0425752507469768,0.24689506227769312,-0.023683784959505363,-0.030528395682304577,-0.007543260525327733
close5p_lead,0.0072246401121013794,-0.000836067566617291,-0.0008231221819284358,-0.0008254971953958107,-0.0008030572454060427,-0.010574110017001835,-0.018463727522294235,0.04604969539491942,0.0006916335171260852,,,-0.005639223440542536,0.0018054102785192451,-0.0062688854780726675,-0.010368428560004417,0.47344112984219483,0.6491938266857437,0.7738186739635822,0.9024164233370869,1.0,0.9083974497904856,0.8452649859559269,0.7910074441078266,0.13392129588274362,-0.02414600572485812,-0.01194388649997702,-0.007598255138211448,-0.01907178687010643,0.003826751513228113,-0.02414600572485812,0.5986517493213447,-0.0048780159577241685,-0.018610466166570975,-0.003493398565321998,-0.03820417496702626,-0.03817755681848859,-0.03774675567066867,-0.037367540316824675,-0.006965480415468005,-0.018206771759525304,0.0012441814416769416,-0.01963302112074427,-0.02066139340975157,0.25094048259678947,0.3593750149104016,0.4096534287595891,0.46862735910005915,0.5175842753092575,0.46595490394847455,0.43051481931178853,0.3983035893480179,0.20568811172557747,-0.051379549242389036,-0.01001700257106186,-0.03285510823037094,-0.023169445318358687,-0.012253528528456395,-0.051379549242389036,0.2717719482877525,-0.01991361979477598,-0.02866591201806469,-0.0033526781946717206
close6p_lead,0.03790468910840992,-0.002414624640279353,-0.0024063874405630364,-0.0024102076353969878,-0.0024010952460147787,-0.005583304745532138,0.016056949583024505,0.029890415512335393,-0.00111398692993562,,,-0.005314583089961841,0.0028392498105046363,-0.006347993639978369,-0.006704493718959867,0.4348126861422238,0.602315294964001,0.7240172177052724,0.827485430831862,0.9083974497904856,1.0,0.9265846411317213,0.8679945988265839,0.14384999124520786,-0.01886751790296712,-0.006047535224301689,-0.001563140421032217,-0.0067973065554439585,0.0019845025437875757,-0.01886751790296712,0.667067757129,-0.0015856551277834722,-0.016436989388671865,-0.022027526320223548,-0.046970799207144226,-0.047195196678125564,-0.046975029695443475,-0.04654261368961204,0.014938461472183015,-0.016418602056077775,-0.01157770866253065,-0.01848000647478971,-0.009249210320687654,0.23475318956388452,0.34959508269690137,0.3993732497653049,0.43332232379952806,0.46992043942363576,0.538546200154389,0.49266894623500135,0.459496329287567,0.23090537153317267,-0.04398893274789533,0.0014404616203026286,-0.014038157060296005,0.003387141148763905,-0.002432009149225263,-0.04398893274789533,0.32828577124008734,-0.00768610795445107,-0.023289061325518303,-0.038296708208359224
close7p_lead,0.03895027170458277,0.0007916312632737472,0.0007745618707068666,0.0007790655520420469,0.0007616533536749928,-0.008641545985798575,0.013717884242235856,0.03446978206346734,0.011474171433808952,,,-0.0029087528157881867,-0.001830055732012418,-0.004238618679109205,-0.002194738423480795,0.4132876415626688,0.564038094773563,0.6888399986246774,0.7746690003556645,0.8452649859559269,0.9265846411317213,1.0,0.9394051807432953,0.15572942855963134,-0.00921315699075597,2.375208153003234e-05,0.0011338555603041792,-0.0044087229685731075,0.008267582307029071,-0.00921315699075597,0.7307825525019924,0.0016540872004231547,-0.011158766559537927,-0.013481003063757003,-0.010058391599777753,-0.010649245888174471,-0.01055568601459529,-0.010501357903859454,0.0032761371185568095,-0.027343704534473108,-0.026920457605358425,-0.02913060210764027,-0.015323603318478108,0.2226167686011624,0.32929577670419946,0.38191757958321026,0.40934417096491804,0.4402704816448296,0.5034626003789563,0.555222848445047,0.5172461290047707,0.2652966279576143,-0.04001405676221125,0.00022496157293679548,-0.02774180113721191,-0.0061815051814775685,-0.006344877571228975,-0.04001405676221125,0.38746278393449163,-0.018640331202632917,-0.027273112414926567,-0.030225805719456718
close8p_lead,0.026115940967851525,-0.0005718120447460788,-0.0006007224642378003,-0.0005761452100598751,-0.000606468043516346,-0.00700685755209786,0.0030983327402604077,0.03587410613397067,-0.0030108938510758016,,,-0.018939410825471098,-0.02111755137348657,-0.0182545959944958,-0.014790101267799262,0.38212245178504334,0.5225255279029066,0.6437192259999739,0.7204507399412332,0.7910074441078266,0.8679945988265839,0.9394051807432953,1.0,0.17139545762368952,-0.016418362738100024,-0.01168086172554205,-0.005621677518207626,-0.015705219109573246,-0.0017649653492000591,-0.016418362738100024,0.778276986961656,-0.01073630335408479,-0.0217205403560254,-0.021715481418220457,-0.026402684219254915,-0.02724312540495019,-0.026778399363519785,-0.026882636376668944,-0.006288732954823878,-0.035521828589800845,-0.04569582560522241,-0.035130204210899414,-0.018056531432674335,0.19719702978876197,0.2967642612785174,0.35012395759226017,0.37112254910144293,0.41226233332662515,0.47595984916813816,0.5279030228261987,0.5603009014287599,0.2872362400133141,-0.03927012682432591,-0.0015823525323048625,-0.023039945166384673,-0.005045897839589633,-0.007669003672659142,-0.03927012682432591,0.42128389343162526,-0.020386687580849105,-0.027624908243463253,-0.028116260232940355
close16p_lead,-0.013286877986761942,-0.021303484868861543,-0.021373387092979142,-0.021340177482603303,-0.02131905280372862,0.003194761119447764,-0.01318434129042232,0.0018177057952232678,0.017789557149349516,,,-0.0112719116521454,-0.014330286069263985,-0.009461584133668625,-0.00894300918361371,0.061940305783533406,0.07951243782120647,0.09748030992662257,0.12085007334435845,0.13392129588274362,0.14384999124520786,0.15572942855963134,0.17139545762368952,1.0,0.003431538505632542,-0.0024610957540251487,-0.001109142865695184,-0.005721555231991943,-0.0034703131280092317,0.003431538505632542,0.21726672181475992,-0.00701860734129896,-0.009719240239123404,-0.017046276717409267,-0.0019143309100870518,-0.002046718827132053,-0.002459558124639285,-0.002386531202154338,0.011204248666807358,-0.01463163079258094,-0.017814936698648805,-0.013875773491384824,-0.008056494502591596,0.019852135638035562,0.04091110282204476,0.04883709534604761,0.07045201039165724,0.0766531910271307,0.08317566910024078,0.0937818920764034,0.10475853042582949,0.19461012823579968,0.001006825594544105,0.005313952347981228,-0.00400765008874176,-0.0031289286003947855,-0.002116798897628571,0.001006825594544105,0.13848659808173924,-0.009024020822749432,-0.009308702224420252,-0.013133130389990543
daily_open,-0.03248857986786787,0.002623107534233815,0.002674058723289068,0.002787267373123309,0.002826845176435357,-0.012302443960205177,-0.03034525231573354,0.0031078736075005743,0.025518462300931573,,,0.7628645064029053,0.4853362861743402,0.7889626628654429,0.707166812784682,-0.028162229437751058,-0.036870591594058075,-0.031072545468091357,-0.028879665034130236,-0.02414600572485812,-0.01886751790296712,-0.00921315699075597,-0.016418362738100024,0.003431538505632542,1.0,0.5224629576390319,0.6480862111633171,0.5713846539152206,0.5676436740464297,1.0,-0.014811157299741565,0.7714639682426138,0.6451319496956386,0.437843237031384,0.023162154202035937,0.023114947585480147,0.02466565801886704,0.024659601808481313,-0.0739563130875693,0.2925204752655653,0.20553495041914932,0.30385587465423985,0.26022766637391437,-0.049864384141569,-0.053452747069046895,-0.043581732094050675,-0.03915549630157934,-0.03669435285078042,-0.02674051603994012,-0.014997971256820997,-0.010552081684154042,0.009476044544722336,0.36315144706571595,0.21250587032836415,0.29507270955382314,0.2495882159201267,0.23576597082906584,0.36315144706571595,-0.007095024103208296,0.28795644127354336,0.24143911396914117,0.16308909715916828
yesterday_open,-0.04428901910356742,0.007534550106639439,0.007490852235899971,0.007671609836027261,0.007621235913364516,-0.021865285999499297,-0.044201320445347615,0.009295804273435375,0.025445173603800775,,,0.7100097778358433,0.2622058292154432,0.662515285977629,0.8804873192230888,-0.02752698015902368,-0.024035364379749003,-0.009642023216188917,-0.028680201480768743,-0.01194388649997702,-0.006047535224301689,2.375208153003234e-05,-0.01168086172554205,-0.0024610957540251487,0.5224629576390319,1.0,0.806439217428565,0.8922789625381684,0.9013522735177005,0.5224629576390318,-0.024668637932073564,0.7813354754722361,0.9033058920173718,0.7366191277976513,0.0467705887812621,0.04568939337089079,0.04880509999469591,0.04760749629563485,-0.09136780254325957,0.30298665299173366,0.11890001418245996,0.2716432621699111,0.3698152772718842,-0.05702093278739347,-0.0379196735028179,-0.018740433868677492,-0.04045474593146751,-0.021000173722214188,-0.004638468328226559,-0.0005111479164333311,0.0011293840303557838,0.016188620603594876,0.2221099800377197,0.39479890611559015,0.28545625626518883,0.34418779655225024,0.3545064413262377,0.2221099800377197,-0.009147522622051834,0.3302079253391052,0.3679484810778226,0.28580848888729365
yesterday_close,-0.046410766166265556,0.005160249525362415,0.005180956383682388,0.005299778518945186,0.005320475583664874,-0.014452411912346802,-0.04595617261347264,0.011413513957782978,-0.0017309374096952765,,,0.7814053259810128,0.3273168466039323,0.7936594203285233,0.8402715148449273,-0.02661746598083502,-0.017952018512370705,-0.0052455217324723115,-0.01328070283113037,-0.007598255138211448,-0.001563140421032217,0.0011338555603041792,-0.005621677518207626,-0.001109142865695184,0.6480862111633171,0.806439217428565,1.0,0.8802992664790312,0.8838457258269157,0.6480862111633171,-0.027474208034327794,0.8801240475503556,0.802972361523136,0.6056966099023837,0.03718484941963021,0.03696765192540814,0.03903164379301933,0.03884518096150113,-0.07267306468570361,0.3058651763435307,0.15616225801067093,0.31169482963140793,0.3014333407768289,-0.06327825805377425,-0.040454187099729144,-0.01800621221758718,-0.031700441097134116,-0.03358534571193803,-0.01653015850759764,-0.019401419459928168,-0.01155757321529006,-0.014937948642610823,0.27109875706203024,0.2612998670138989,0.3528959480782099,0.2960104458364503,0.2907297052691766,0.27109875706203024,-0.036125923090579715,0.3285469801784248,0.28198660289234834,0.1957965339686002
yesterday_low,0.008364309325597043,-0.001954668207237576,-0.001851434586497241,-0.0019457342053555583,-0.0018509675348702059,0.026805047696839314,0.02777884786655683,-0.03756336921496117,0.006130365500811867,,,0.7366296460150255,0.2806775714936948,0.7135519704376441,0.8588012355213296,-0.0210913725850598,-0.02343125785121765,-0.017048963700196474,-0.036902200681852,-0.01907178687010643,-0.0067973065554439585,-0.0044087229685731075,-0.015705219109573246,-0.005721555231991943,0.5713846539152206,0.8922789625381684,0.8802992664790312,1.0,0.8074139465853537,0.5713846539152206,-0.027850404835566903,0.8321253102435141,0.8352554491267395,0.6174802351143416,-0.0022777046524216863,-0.002073039497792275,-0.00102926380500513,-0.0010197417958378457,-0.03242145005771154,0.3188981161150925,0.1431543033129586,0.2988806787233138,0.3556862324355491,-0.0389323221325098,-0.02540550529895569,-0.0166003281612747,-0.03894091288447549,-0.02400985949149757,0.0004932138428808836,-0.003143289558572219,-0.0006433335537755678,-0.0012509114455981991,0.24082207182640958,0.346464317176523,0.3079252120996442,0.38453103349637524,0.30244282861497385,0.24082207182640958,-0.019783180620097415,0.3477634640470078,0.3322907011820258,0.2105000956107866
yesterday_high,-0.09951700504007953,0.017124445844485404,0.016995758303110495,0.017375889682248877,0.01724502293856017,-0.05620083957581973,-0.1131423750378637,0.04856194755836823,0.022946166740496314,,,0.7524161299077745,0.2890605057050638,0.7226890114273561,0.8789265240971944,-0.023267547618857205,-0.015193572388871814,0.0024417111353020717,-0.0066499500494153685,0.003826751513228113,0.0019845025437875757,0.008267582307029071,-0.0017649653492000591,-0.0034703131280092317,0.5676436740464297,0.9013522735177005,0.8838457258269157,0.8074139465853537,1.0,0.5676436740464297,-0.02981133834666601,0.8367910117922678,0.8701220899687168,0.7110977604576144,0.07945130376724661,0.07790866522964021,0.0822127393163682,0.08053645859424192,-0.13506102229331335,0.31000138343710393,0.12342665867999508,0.28589210473558996,0.3635226417602832,-0.06405283119042633,-0.03812291733064669,-0.0099102380774409,-0.026106152168529437,-0.012430271487003541,-0.0016235118450296062,0.0015529473475594054,0.0023088930495128823,-0.0016417555242418333,0.23594761512322626,0.3631816526062479,0.30605907415720474,0.3075611204175125,0.3788417822575451,0.23594761512322626,-0.022541149390132974,0.33943146683580233,0.3579994521720359,0.29615429193847287
open_for_the_day,-0.03248857986786787,0.002623107534233815,0.002674058723289068,0.002787267373123309,0.002826845176435357,-0.012302443960205177,-0.03034525231573354,0.0031078736075005743,0.025518462300931573,,,0.7628645064029053,0.4853362861743402,0.7889626628654429,0.707166812784682,-0.028162229437751058,-0.036870591594058075,-0.031072545468091357,-0.028879665034130236,-0.02414600572485812,-0.01886751790296712,-0.00921315699075597,-0.016418362738100024,0.003431538505632542,1.0,0.5224629576390318,0.6480862111633171,0.5713846539152206,0.5676436740464297,1.0,-0.014811157299741565,0.7714639682426138,0.6451319496956386,0.437843237031384,0.023162154202035937,0.023114947585480147,0.02466565801886704,0.024659601808481313,-0.0739563130875693,0.2925204752655653,0.20553495041914932,0.30385587465423985,0.26022766637391437,-0.049864384141569,-0.053452747069046895,-0.043581732094050675,-0.03915549630157934,-0.03669435285078042,-0.02674051603994012,-0.014997971256820997,-0.010552081684154042,0.009476044544722336,0.36315144706571595,0.21250587032836415,0.29507270955382314,0.2495882159201267,0.23576597082906584,0.36315144706571595,-0.007095024103208296,0.28795644127354336,0.24143911396914117,0.16308909715916828
close_for_the_day,0.030375045048413006,0.001201195463515037,0.0011598568085634097,0.0011243858333079267,0.0010641136172616717,0.0055374464760371755,0.022317408759197653,0.006327839794888695,-0.001337037688752307,,,-0.039276365616822656,-0.013617925053958724,-0.03522831765293742,-0.04048040266059429,0.2880429951441867,0.37676193865186025,0.4721190476469337,0.5417930266498234,0.5986517493213447,0.667067757129,0.7307825525019924,0.778276986961656,0.21726672181475992,-0.014811157299741565,-0.024668637932073564,-0.027474208034327794,-0.027850404835566903,-0.02981133834666601,-0.014811157299741565,1.0,-0.038107140940562674,-0.046331243000502856,-0.03626903101040536,-0.049634333239012854,-0.05066412432693164,-0.05146540744812783,-0.052303322990308994,0.028098723253256463,-0.06023847761870857,-0.030830892125471087,-0.05495427967968158,-0.05461319237109801,0.16006360869242373,0.22526266452187313,0.2721587731270303,0.30619135671063846,0.33096250468571353,0.3872409123343233,0.4451621833404823,0.47616019127095877,0.4331333717971655,-0.02769875517559878,-0.03161477564693545,-0.0552907351372642,-0.033550557963814794,-0.055990627051410835,-0.02769875517559878,0.6081991859432558,-0.05832284629561319,-0.0654250148946964,-0.053376580967309156
hour_ma10,-0.05231660207873811,0.007988936433578337,0.008033625398731314,0.008205635768253183,0.008240868403543303,-0.022033031606356404,-0.05095675243324915,0.011548944835401807,0.004109462252791991,,,0.9545959209851423,0.47219193742117666,0.9484246075163838,0.9518052317921073,-0.030459936209028707,-0.0194682219337116,-0.006979737740457632,-0.017509216035056608,-0.0048780159577241685,-0.0015856551277834722,0.0016540872004231547,-0.01073630335408479,-0.00701860734129896,0.7714639682426138,0.7813354754722361,0.8801240475503556,0.8321253102435141,0.8367910117922678,0.7714639682426138,-0.038107140940562674,1.0,0.8801946999835916,0.623165768630736,0.04257776587534455,0.04261643773385503,0.04533828984945419,0.04510765621791048,-0.09235893849876503,0.4053471899341972,0.22419548122669725,0.3957899435963242,0.4085598085731854,-0.06509137707698949,-0.03492445042616266,-0.015392019089936178,-0.03320948006018227,-0.021687246039261168,-0.005725641162513861,-0.01006741735442295,-0.008178079437088587,-0.026476436521561158,0.3268426440663944,0.3633367090628064,0.39622971171935606,0.39436666815520766,0.3787412005017181,0.3268426440663944,-0.04103669005764689,0.4267715610043138,0.3779950088598186,0.26278440556384297
hour_ma20,-0.06254806752888473,0.011379641567940899,0.011338457675208984,0.011557840060689713,0.011518202705244607,-0.03080757695119481,-0.06341665357299602,0.017400518732550822,0.016091119857372944,,,0.8448055327898579,0.35085382649042035,0.7927411804050947,0.9759987004114573,-0.03865923055794756,-0.03868619079808905,-0.01959934103570485,-0.03135374396622334,-0.018610466166570975,-0.016436989388671865,-0.011158766559537927,-0.0217205403560254,-0.009719240239123404,0.6451319496956386,0.9033058920173718,0.802972361523136,0.8352554491267395,0.8701220899687168,0.6451319496956386,-0.046331243000502856,0.8801946999835916,1.0,0.814144479222136,0.05938176843767798,0.05831532782796403,0.06183790850742812,0.060705994267404306,-0.12004271773381907,0.35703500838021734,0.1595707787346109,0.3275169199007973,0.41736061770356603,-0.07035342798267501,-0.05117372572861037,-0.028174453834266443,-0.042180386467897873,-0.030388024724162202,-0.018486204607846838,-0.0176882541314735,-0.013480981862188652,-0.017153823580350957,0.27985591069979865,0.4031208995083422,0.341854599308245,0.37032733834728704,0.3913113812856402,0.27985591069979865,-0.03397244652952894,0.3786370646677461,0.4279949032499068,0.344457396630254
hour_ma50,-0.08841425743736694,0.019248969047724836,0.019135781730718063,0.01941945948105861,0.019317418803124143,-0.04188049963220132,-0.09011440974387702,0.027437617609909155,0.019212704476899566,,,0.598352796924747,0.21978601916138665,0.5453218214279003,0.7420729081820804,-0.04312213177996334,-0.03302370087185184,-0.005754090070449836,-0.012965313163115489,-0.003493398565321998,-0.022027526320223548,-0.013481003063757003,-0.021715481418220457,-0.017046276717409267,0.437843237031384,0.7366191277976513,0.6056966099023837,0.6174802351143416,0.7110977604576144,0.437843237031384,-0.03626903101040536,0.623165768630736,0.814144479222136,1.0,0.08984646920719265,0.08788877626582994,0.09219432255529389,0.09029422041332726,-0.17618849432236608,0.2448982568718777,0.08672520634003804,0.21617953925355407,0.3103763826618068,-0.07303005310745694,-0.03704411598577346,-0.007530486538938557,-0.013359940659847505,0.0011228679128248078,-0.024834447582647568,-0.01780189548998848,-0.012559068948278624,-0.018201954567092796,0.18244237422975246,0.311768234964299,0.23210301735037767,0.22877151827270903,0.32259905794996113,0.18244237422975246,-0.02446687154599745,0.2603195739985524,0.34289755974468866,0.4170156019420129
spy_open,0.11520062672433895,0.03578024052029588,0.035667471899903914,0.035875256158195146,0.035753630589194105,-0.044687764533019474,-0.13305612098306874,0.4152348376150822,-0.0065721894188159645,,,0.03534075641648273,-0.004068504398174135,0.030185318359079533,0.05286555838581439,-0.0367352791831438,-0.020701787257334556,-0.010199204392654851,-0.00887595134857895,-0.03820417496702626,-0.046970799207144226,-0.010058391599777753,-0.026402684219254915,-0.0019143309100870518,0.023162154202035937,0.0467705887812621,0.03718484941963021,-0.0022777046524216863,0.07945130376724661,0.023162154202035937,-0.049634333239012854,0.04257776587534455,0.05938176843767798,0.08984646920719265,1.0,0.9998393528987917,0.9998212213326866,0.9996660231799738,-0.04425859128709279,0.07646138239733292,-0.011134874706076719,0.06466823277830795,0.12071588293200525,-0.08538692491489697,-0.05402209213407993,-0.029877729028146904,-0.025302307404057197,-0.07927550059019398,-0.09677096433282611,-0.02959142929542662,-0.047826123149421404,-0.0383555811040417,0.0195002026168154,0.1046719582503188,0.09648197139876963,0.006687487115771403,0.19751154443987626,0.0195002026168154,-0.06438390030052278,0.09501620253547757,0.13713197215205644,0.20993517172800855
spy_high,0.12060475177264979,0.0356081149747735,0.03550576050144663,0.03570532589982406,0.03559284151924722,-0.04388327861403249,-0.12789263210525642,0.41433368902375856,-0.00835306521820102,,,0.03622226614199924,-0.00035204691636935953,0.030954590636856648,0.052201372744880306,-0.03614106236906058,-0.020147616502017757,-0.009759647784565971,-0.008323253483052606,-0.03817755681848859,-0.047195196678125564,-0.010649245888174471,-0.02724312540495019,-0.002046718827132053,0.023114947585480147,0.04568939337089079,0.03696765192540814,-0.002073039497792275,0.07790866522964021,0.023114947585480147,-0.05066412432693164,0.04261643773385503,0.05831532782796403,0.08788877626582994,0.9998393528987917,1.0,0.9997139755417572,0.999838820376992,-0.03652349553016718,0.07905666431807531,-0.0030676661311222586,0.06699948328203557,0.11964156561107081,-0.0842674496250151,-0.0529616952754941,-0.02915271288683732,-0.02461021684428043,-0.07961602829952133,-0.09745924623369079,-0.031221732991545004,-0.049833541311901854,-0.03993174096297367,0.019847413004217097,0.10227680393960788,0.09624363950339082,0.007883430841810037,0.1939949205324731,0.019847413004217097,-0.0668099882142921,0.09549636621255156,0.13509293644062792,0.20582443846207957
spy_low,0.10864897863895821,0.035981546988682764,0.03587113246360028,0.03608822175127086,0.03596663467859495,-0.04579861106172276,-0.14044511853381056,0.418813809261022,-0.008767546702656965,,,0.03869009604578861,-0.0002517034800549684,0.033228665424792636,0.05550013749988869,-0.03645028195159466,-0.020029474886483524,-0.009735542016165865,-0.00862500193432554,-0.03774675567066867,-0.046975029695443475,-0.01055568601459529,-0.026778399363519785,-0.002459558124639285,0.02466565801886704,0.04880509999469591,0.03903164379301933,-0.00102926380500513,0.0822127393163682,0.02466565801886704,-0.05146540744812783,0.04533828984945419,0.06183790850742812,0.09219432255529389,0.9998212213326866,0.9997139755417572,1.0,0.9998244847986938,-0.05134305253097522,0.08477052402348849,-0.0027507994597573875,0.07227779991396731,0.1274234664029119,-0.08448224908893186,-0.05277950654098258,-0.02868688144124876,-0.024742829389959874,-0.07776572161896199,-0.09599021643520596,-0.02987588312540542,-0.04766372470051753,-0.04044712562380025,0.024326632276037232,0.11057040169096315,0.10234095806611229,0.01035013240573767,0.2055144428527135,0.024326632276037232,-0.06689167299146305,0.1021333656116858,0.1434796570034115,0.21608015137488715
spy_close,0.11415646347265748,0.035804766805137986,0.03570356234023006,0.03591166986327463,0.03580109702178523,-0.044962604482641555,-0.1349835130804553,0.41751322266421564,-0.010380825647297228,,,0.03912981784202976,0.0026522347288538664,0.033667634685666074,0.054599949149822406,-0.03631516487648609,-0.019744653275415736,-0.009382310904625905,-0.007934667956534565,-0.037367540316824675,-0.04654261368961204,-0.010501357903859454,-0.026882636376668944,-0.002386531202154338,0.024659601808481313,0.04760749629563485,0.03884518096150113,-0.0010197417958378457,0.08053645859424192,0.024659601808481313,-0.052303322990308994,0.04510765621791048,0.060705994267404306,0.09029422041332726,0.9996660231799738,0.999838820376992,0.9998244847986938,1.0,-0.04320562444742924,0.08615096117138192,0.003952351737594739,0.07359224670263845,0.1254252657906325,-0.08431824517775804,-0.052284388475430106,-0.02810392811219683,-0.023815119285796958,-0.07754035944333715,-0.0955642241654775,-0.030437557962230286,-0.048351988883833574,-0.041421782131165444,0.024493447100756634,0.1076154097239159,0.10176428747548816,0.010761844457951034,0.20152295657567185,0.024493447100756634,-0.0691534671431876,0.1016464369575313,0.14084977103182883,0.21173334284698053
spy_volume,0.3554897103089065,-0.011580329670585941,-0.01133312045783044,-0.011816098651956384,-0.011550703091028304,0.07099140443886846,0.27106306598354285,0.05324813341596824,0.0291444486180028,,,-0.08826694327536197,-0.017063054976368862,-0.08192309566779722,-0.10896076411345865,0.023167068872451065,0.025501716110757994,0.02183171790205955,0.0097027369207469,-0.006965480415468005,0.014938461472183015,0.0032761371185568095,-0.006288732954823878,0.011204248666807358,-0.0739563130875693,-0.09136780254325957,-0.07267306468570361,-0.03242145005771154,-0.13506102229331335,-0.0739563130875693,0.028098723253256463,-0.09235893849876503,-0.12004271773381907,-0.17618849432236608,-0.04425859128709279,-0.03652349553016718,-0.05134305253097522,-0.04320562444742924,1.0,-0.17464402731126533,-0.04603133214724324,-0.15783543518952037,-0.222590488997969,0.02758461535012115,0.03065102990054346,0.002227690699765735,-0.04007512083602393,-0.08229111948280482,-0.03666266327655986,-0.06123839584963819,-0.07727785552435296,0.0007395595378107327,-0.18280754331040136,-0.2139402187482713,-0.17131399283823168,-0.058004523324001876,-0.3408666548398787,-0.18280754331040136,0.004480443325360112,-0.18748568085447537,-0.2546198934856879,-0.3752143355879054
spy_ema_21,-0.11919320325737175,0.006398656341571742,0.006490924651845099,0.006671311175290713,0.0067244914888368295,-0.015093631919602755,-0.12171722349045691,0.039065019492254154,-0.005655924133490167,,,0.42592433463979784,0.35461946213318085,0.41697778061444885,0.3876922699821947,-0.05308028376710195,-0.028664274839033364,-0.013059815374162941,-0.01944770385734479,-0.018206771759525304,-0.016418602056077775,-0.027343704534473108,-0.035521828589800845,-0.01463163079258094,0.2925204752655653,0.30298665299173366,0.3058651763435307,0.3188981161150925,0.31000138343710393,0.2925204752655653,-0.06023847761870857,0.4053471899341972,0.35703500838021734,0.2448982568718777,0.07646138239733292,0.07905666431807531,0.08477052402348849,0.08615096117138192,-0.17464402731126533,1.0,0.7494322178770385,0.9836333090752422,0.9101336593781475,-0.12391908212797638,-0.04157804189344722,-0.006667300770765991,-0.0282876602689633,-0.018097479736493706,-0.005697991249509785,-0.03265791591720101,-0.028935253173992172,-0.09659687252383918,0.7901599793678933,0.7815970979323998,0.8764166488822467,0.8509716941907661,0.8218681927035784,0.7901599793678933,-0.08992210794211893,0.9613536229567297,0.8420254692306872,0.5840746828382791
spy_ma10,-0.07315328369321393,0.0015669568714457105,0.0018470473050567814,0.001849417742847117,0.002084686552307556,-0.00036412225974468223,-0.04872877707824063,-0.01893078890226459,-0.05841846190969096,,,0.31138227421601217,0.4722435022223768,0.30987102620761214,0.18834295240724808,-0.02439121216217805,0.0022307836415762857,-0.007609146137318151,0.008634620836712131,0.0012441814416769416,-0.01157770866253065,-0.026920457605358425,-0.04569582560522241,-0.017814936698648805,0.20553495041914932,0.11890001418245996,0.15616225801067093,0.1431543033129586,0.12342665867999508,0.20553495041914932,-0.030830892125471087,0.22419548122669725,0.1595707787346109,0.08672520634003804,-0.011134874706076719,-0.0030676661311222586,-0.0027507994597573875,0.003952351737594739,-0.04603133214724324,0.7494322178770385,1.0,0.7495539140347148,0.462689971166252,-0.03928485740722368,0.02538499241949576,0.005002282384550699,0.03313377086983347,0.02922282817339982,0.006889977477188075,-0.02793709224230299,-0.05229023081643929,-0.10811268489034939,0.6088506672417986,0.32619963515298994,0.48356778390786254,0.4179190021725018,0.36215971445806333,0.6088506672417986,-0.060008399545888116,0.5563404648672933,0.3923629531861423,0.214970783106353
