,date,spy_open,spy_high,spy_low,spy_close,spy_volume,year,month,day,hour,mins,spy_ema_21,spy_ma10,spy_ma20,spy_ma50,spy_close1p_lead,spy_close2p_lead,spy_close3p_lead,spy_close4p_lead,spy_close5p_lead,spy_close6p_lead,spy_close7p_lead,spy_close8p_lead,spy_close16p_lead,spy_daily_open,spy_yesterday_open,spy_yesterday_close,spy_yesterday_low,spy_yesterday_high,spy_open_for_the_day,spy_close_for_the_day,spy_hour_ma10,spy_hour_ma20,spy_hour_ma50,spy_close_day_minus1,spy_close_day_minus2,spy_close_day_minus3,spy_close_day_minus5,spy_close_day_minus10,spy_close_day_minus15
0,2019-01-02 15:00:00+00:00,247.17,249.17,246.615,248.87,285219.0,2019,1,2,15,0,,,,,0.018078460518637485,0.5236229914461603,0.9078240095560517,0.38226758731111943,0.5554223607448137,0.5852158108135086,-1.4429543879672195,-0.7101956578920721,1.4005269309244994,0.6877857345147049,,,,,0.6877857345147049,0.5852158108135086,,,,,,,,,
1,2019-01-02 16:00:00+00:00,248.89,250.47,248.58,248.915,312623.0,2019,1,2,16,0,,,,,0.5056359421216712,0.8899064304200692,0.3642549784849365,0.5374410612962492,0.5672398985359592,-1.4612970284922255,-0.7284058029662219,-0.758986398963728,1.2888386572283963,0.7059918274871677,,,,,0.7059918274871677,0.5672398985359592,,,,,,,,,
2,2019-01-02 17:00:00+00:00,248.9,250.34,248.68,250.18,110874.0,2019,1,2,17,0,,,,,0.3862233724865547,-0.14209946962876074,0.03196675457523668,0.06191703117822556,-1.9769290343618877,-1.2403132144952735,-1.2710492227979273,-2.0226735176576085,0.5900701329147751,1.2177853299348556,,,,,1.2177853299348556,0.06191703117822556,,,,,,,,,
3,2019-01-02 18:00:00+00:00,250.15,251.215,250.135,251.15,173468.0,2019,1,2,18,0,,,,,-0.5303712598819317,-0.35563014464956666,-0.32556374458225434,-2.3723148412342567,-1.6328430083159589,-1.6636981865284923,-2.4182366854253416,-2.5541558627166836,0.5188940822308439,1.6102277784520709,,,,,1.6102277784520709,-0.32556374458225434,,,,,,,,,
4,2019-01-02 19:00:00+00:00,251.17,251.175,249.715,249.825,283933.0,2019,1,2,19,0,,,,,0.17381922800288407,0.20372700581221181,-1.8322259813312627,-1.0966554033547027,-1.1273477979274702,-1.877905554196218,-2.0131076583842002,-2.3432539276131195,0.977050219984946,1.0741594853744374,,,,,1.0741594853744374,0.20372700581221181,,,,,,,,,
5,2019-01-02 20:00:00+00:00,249.82,250.48,248.7,250.26,886852.0,2019,1,2,20,0,,,,,0.029959853795929803,-2.0095381730729827,-1.2726868057382177,-1.3034326424870528,-2.055297284071429,-2.190734804712207,-2.5214559308494273,-2.3265322811464983,1.4375172305147572,1.250151717441426,,,,,1.250151717441426,0.029959853795929803,,,,,,,,,
6,2019-01-02 21:00:00+00:00,250.21,250.35,250.205,250.335,1000.0,2019,1,2,21,0,,,,,-2.040109240614683,-1.303037047528477,-1.333792098445599,-2.0858820650844194,-2.221360174768776,-2.5521804141660454,-2.3571983481212015,0.28083173996175503,1.9754875088103887,1.2804952057288546,,,,,1.2804952057288546,0.0,,,,,,,,,
7,2019-01-03 15:00:00+00:00,247.23,247.23,244.025,245.33,603408.0,2019,1,3,15,0,,,,,0.7223357546081672,0.692195595854912,-0.044857678819028024,-0.17762714632803522,-0.5018332275045623,-0.3107494786768683,2.2745379222434536,2.3231740091175084,3.969154890985237,-0.7685151478380305,-0.7444269126511927,-1.999320909980625,-0.5210550858625709,-2.3426148916266953,-0.7685151478380305,-0.3107494786768683,,,,-1.999320909980625,,,,,
8,2019-01-03 16:00:00+00:00,245.39,248.18,245.03,247.115,436814.0,2019,1,3,16,0,,,,,-0.030359455958546278,-0.7727754669276692,-0.9065109536740295,-1.2330759304397816,-1.0406018726745003,1.563495857233903,1.6124858160969922,2.0958380380737225,3.0427276650841577,-0.04651539052703413,-0.022251891410761004,-1.2862763896378908,0.2027451695963265,-1.6320681487968471,-0.04651539052703413,-1.0406018726745003,,,,-1.2862763896378908,,,,,
9,2019-01-03 17:00:00+00:00,247.11,247.34,246.02,247.04,94745.0,2019,1,3,17,0,,-0.7480855919197182,,,-0.7421906859146787,-0.8758855836174604,-1.2023514471231778,-1.0099358056997971,1.5933715742511083,1.6423466645432256,2.125552187951911,2.03239942101402,2.7631268204361277,-0.07685151478381158,-0.052595379698189504,-1.3162362434338064,0.17233339415687965,-1.6619230539577643,-0.07685151478381158,-1.0099358056997971,,,,-1.3162362434338064,,,,,
